OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar_OP130_Resultat_Global_v
142.0,153.31,197.6,109.53,12.13,12.27,0.4,11.97,6.42,18.42,16.4,80.11,6.35,1
160.9,156.47,163.3,111.42,12.09,12.19,,11.98,6.61,23.02,37.7,98.34,6.61,1
129.3,151.3,157.1,110.49,12.04,12.25,0.41,11.97,6.41,22.76,17.2,103.68,6.41,1
163.5,173.66,176.6,114.91,12.07,12.27,,11.97,6.62,23.74,20.5,93.9,6.62,1
180.0,139.95,160.1,114.67,12.12,12.3,0.35,11.97,6.41,19.26,9.7,82.58,6.42,1
176.1,136.12,180.1,113.36,12.05,12.25,0.41,11.97,6.41,23.24,15.4,98.4,6.41,1
153.0,155.4,157.8,115.09,11.82,12.21,0.39,11.97,6.62,24.36,38.9,99.6,6.61,1
156.9,178.55,168.6,118.57,12.06,12.21,,11.97,6.65,27.01,14.9,109.62,6.63,1
195.0,145.9,152.6,112.95,11.78,12.24,,11.97,6.62,24.28,15.8,92.22,6.6,1
159.6,147.58,172.3,109.04,11.75,12.43,,11.98,6.61,24.31,12.6,104.03,6.6,1
158.5,132.92,148.3,114.51,12.05,12.34,0.41,11.97,6.41,22.38,14.3,100.15,6.4,1
137.9,161.04,197.7,113.16,11.83,12.3,,11.98,6.61,26.29,11.2,97.24,6.59,1
183.3,146.49,177.8,113.51,12.11,12.25,0.4,11.97,6.41,18.26,12.8,84.55,6.42,1
145.8,143.2,130.5,114.0,11.83,12.23,0.39,11.97,6.61,24.04,19.7,99.77,6.61,1
154.5,153.75,151.9,111.72,11.91,12.23,,11.97,6.61,22.96,14.6,90.38,6.62,1
159.0,159.92,154.9,113.98,11.84,12.18,0.32,11.97,6.6,24.17,25.3,94.42,6.61,1
162.4,164.71,162.6,119.55,11.73,12.34,,11.97,6.61,27.22,15.5,101.62,6.62,1
182.8,132.19,157.8,113.83,12.05,12.2,0.41,11.97,6.41,21.64,22.0,100.66,6.42,1
152.9,142.11,147.2,112.97,12.13,12.29,0.38,11.97,6.41,18.18,16.2,81.36,6.44,1
162.6,158.29,168.0,113.37,12.07,12.2,,11.97,6.62,22.7,14.3,98.56,6.62,1
158.1,146.34,134.9,115.1,12.13,12.24,0.38,11.97,6.41,17.64,24.4,80.87,6.41,1
182.0,155.62,169.8,117.48,11.84,12.22,,11.97,6.61,26.13,13.9,95.06,6.61,1
139.2,155.79,137.5,103.62,12.11,12.27,0.39,11.97,6.41,19.42,15.3,84.51,6.4,1
149.1,157.99,154.3,112.84,11.91,12.22,,11.97,6.62,23.08,17.2,91.98,6.61,1
176.3,175.46,174.1,112.72,12.05,12.27,,11.98,6.6,24.01,16.3,105.72,6.62,1
149.7,150.75,153.8,107.98,12.11,12.26,0.39,11.97,6.41,19.01,14.6,83.88,6.41,1
158.2,169.67,164.2,109.26,11.87,12.23,,11.98,6.6,22.04,18.7,93.73,6.63,1
169.0,154.58,166.6,112.99,12.07,12.17,,11.97,6.6,25.84,18.6,98.97,6.61,1
147.4,157.02,163.1,107.78,12.09,12.29,,11.97,6.62,22.79,25.3,101.72,6.61,1
188.1,154.81,180.3,115.67,12.1,12.18,0.41,11.97,6.41,19.94,21.3,84.31,6.4,1
137.1,138.74,144.2,106.72,12.06,12.32,0.41,11.97,6.41,23.46,14.1,100.86,6.4,1
159.0,144.56,149.5,111.94,12.12,12.29,0.39,11.97,6.4,17.66,17.2,84.85,6.4,1
197.7,161.28,191.9,108.67,11.83,12.25,,11.97,6.46,27.5,16.6,107.37,6.62,1
157.5,157.04,175.6,112.96,12.09,12.09,,11.97,6.6,22.05,15.4,98.84,6.61,1
184.4,179.82,170.4,118.87,12.04,12.29,,11.97,6.6,23.14,11.4,108.75,6.63,1
136.0,153.09,156.7,115.03,12.11,12.27,0.4,11.97,6.41,18.64,12.1,86.62,6.42,1
150.6,151.7,137.6,111.88,12.11,12.38,0.39,11.97,6.4,18.72,11.1,83.14,6.42,1
154.4,138.36,151.9,110.93,12.07,12.2,0.39,11.97,6.41,20.25,19.3,94.78,6.43,1
147.2,158.71,158.7,111.29,11.93,12.14,,11.97,6.61,24.32,24.9,88.76,6.61,1
138.9,176.97,146.6,112.27,12.06,12.26,,11.97,6.61,24.61,14.2,103.6,6.61,1
144.8,150.41,153.6,118.06,12.1,12.39,0.41,11.97,6.41,20.74,16.3,106.02,6.4,1
166.6,175.82,166.1,113.25,12.05,12.15,,11.97,6.63,24.38,30.0,104.94,6.6,1
180.1,168.34,143.1,109.05,11.76,12.37,,11.97,6.61,26.76,9.4,109.3,6.61,1
163.9,134.16,142.5,112.88,12.11,12.2,0.41,11.97,6.42,21.08,17.2,96.84,6.41,1
170.6,181.62,142.2,114.08,12.09,12.24,,11.97,6.62,23.18,22.2,100.58,6.63,1
156.3,155.33,144.1,108.46,12.08,12.18,,11.97,6.61,24.25,20.1,105.34,6.61,1
141.9,154.18,150.0,119.04,11.82,12.16,0.4,11.97,6.61,23.34,20.5,99.73,6.61,1
183.1,157.64,175.0,116.24,11.89,12.41,,11.97,6.61,25.98,7.2,100.61,6.61,1
198.0,156.24,141.9,113.48,11.7,12.37,,11.97,6.41,25.19,13.6,96.98,6.62,1
154.5,174.73,166.9,115.62,12.06,12.28,,11.97,6.62,23.89,22.7,99.96,6.61,1
153.9,153.25,136.2,110.78,12.09,12.3,0.39,11.97,6.41,21.95,13.9,99.56,6.41,1
150.9,152.09,163.8,116.16,12.12,12.24,0.39,11.97,6.41,23.43,19.5,98.71,6.41,1
153.1,147.79,167.0,123.02,12.1,12.2,0.39,11.97,6.41,18.09,12.9,82.72,6.4,1
139.8,145.11,151.3,114.15,12.12,12.34,0.4,11.97,6.4,18.13,15.4,81.16,6.42,1
154.4,172.38,161.6,113.37,11.89,12.19,,11.97,6.62,25.54,16.1,99.61,6.6,1
148.5,158.16,147.2,116.75,12.09,12.17,,11.97,6.61,25.46,15.4,104.89,6.63,1
197.8,142.44,183.8,119.15,11.79,12.23,,11.97,6.39,24.16,18.5,92.29,6.6,1
167.3,148.24,147.1,113.27,12.03,12.29,0.39,11.97,6.41,24.29,10.9,102.9,6.41,1
141.9,150.3,152.7,114.19,12.1,12.3,0.41,11.97,6.42,19.14,12.0,82.16,6.42,1
163.8,179.0,148.4,112.05,12.05,12.21,,11.97,6.62,25.23,17.5,104.46,6.61,1
138.8,143.11,191.3,116.11,11.86,12.34,,11.97,6.6,26.16,11.5,101.24,6.62,1
149.5,166.59,155.3,112.37,11.87,12.26,,11.98,6.62,26.15,22.0,94.48,6.61,1
180.9,160.5,157.5,111.94,11.82,12.29,0.35,11.97,6.61,24.81,20.9,100.62,6.61,1
185.6,182.56,178.2,116.85,12.08,12.32,,11.97,6.63,22.67,18.4,99.18,6.61,1
163.8,143.31,197.8,108.43,12.12,12.25,0.39,11.97,6.41,18.36,21.7,79.76,6.37,1
136.9,153.34,155.5,112.56,11.89,12.37,,11.98,6.6,26.09,16.1,92.73,6.6,1
150.8,144.0,152.7,107.73,11.83,12.39,0.36,11.97,6.61,26.31,16.9,101.28,6.61,1
166.0,152.6,163.1,114.1,12.12,12.31,0.39,11.97,6.4,20.72,16.7,99.99,6.41,1
156.2,171.66,169.3,113.97,11.86,12.3,,11.97,6.62,30.14,18.6,102.16,6.63,1
179.7,153.21,158.5,111.47,11.85,12.29,,11.97,6.6,26.62,11.3,100.67,6.61,1
131.7,168.06,131.8,104.36,11.88,12.19,,11.98,6.62,24.34,14.4,92.49,6.61,1
174.1,150.78,169.3,114.87,11.9,12.28,,11.97,6.6,26.47,15.3,96.89,6.63,1
152.2,157.35,159.7,112.6,11.91,12.35,,11.98,6.6,23.38,10.6,102.83,6.61,1
151.1,146.28,163.8,114.16,11.85,12.23,0.39,11.97,6.61,25.84,14.9,93.11,6.63,1
156.0,140.07,133.9,114.15,11.83,12.17,0.37,11.97,6.61,22.79,20.5,91.39,6.61,1
147.7,144.16,143.9,114.11,12.12,12.29,0.37,11.97,6.41,17.92,14.9,81.93,6.41,1
148.4,155.86,160.5,111.6,12.08,12.21,0.38,11.97,6.41,19.11,15.8,84.06,6.4,1
125.8,143.04,161.9,115.42,12.03,12.36,0.41,11.97,6.41,21.41,10.5,102.21,6.41,1
183.9,144.24,196.1,112.87,11.83,12.21,0.37,11.97,6.61,24.93,16.9,95.25,6.61,1
132.9,161.08,152.0,113.66,12.02,12.26,0.41,11.97,6.42,26.48,15.3,100.8,6.4,1
162.7,150.52,163.6,111.83,11.9,12.26,,11.97,6.62,22.51,11.6,89.69,6.63,1
150.3,167.29,153.1,117.71,12.09,12.28,,11.97,6.62,24.47,13.5,103.5,6.61,1
164.1,141.36,143.4,113.75,12.1,12.19,0.41,11.97,6.4,22.05,19.7,97.0,6.42,1
164.3,169.48,134.0,119.75,12.07,12.29,,11.97,6.6,23.35,27.7,102.63,6.61,1
174.7,155.6,197.9,113.81,12.03,12.21,0.41,11.97,6.4,23.68,10.6,106.09,6.29,1
182.0,172.12,177.3,117.01,11.91,12.21,,11.98,6.6,24.82,12.8,95.26,6.61,1
165.4,162.52,144.6,113.61,11.82,12.27,0.39,11.97,6.6,26.75,14.6,105.92,6.63,1
168.8,160.16,172.4,110.71,11.75,12.23,,11.97,6.6,25.69,21.9,93.94,6.61,1
136.6,138.94,144.5,113.47,12.05,12.32,0.41,11.97,6.41,24.64,19.9,98.1,6.41,1
139.6,141.24,152.9,111.25,12.12,12.33,0.41,11.97,6.44,19.71,13.8,83.37,6.42,1
142.8,156.7,164.0,113.27,11.83,12.22,0.35,11.97,6.61,23.47,20.2,94.93,6.61,1
145.7,150.67,165.7,107.68,11.9,12.29,,11.97,6.62,25.53,18.7,97.44,6.61,1
160.6,161.78,150.5,112.79,11.84,12.23,,11.97,6.6,29.27,22.5,107.56,6.6,1
179.2,156.68,153.6,114.83,11.84,12.24,,11.97,6.6,25.56,19.8,100.25,6.61,1
191.0,144.85,150.2,110.46,11.84,12.22,,11.97,6.6,26.0,17.4,105.7,6.6,1
148.8,146.7,160.7,113.32,12.11,12.24,0.38,11.97,6.41,18.22,14.5,82.25,6.42,1
158.5,142.9,156.7,113.6,12.11,12.3,0.39,11.97,6.41,17.46,13.4,84.8,6.42,1
165.7,176.62,175.3,112.26,11.88,12.29,,11.97,6.64,25.85,11.8,95.9,6.64,1
140.0,164.04,172.7,109.26,11.88,12.27,,11.97,6.6,25.49,16.9,94.55,6.6,1
156.0,167.23,161.6,114.29,11.93,12.21,,11.97,6.62,27.22,28.9,95.77,6.62,1
180.2,163.78,152.3,110.46,11.85,12.28,0.38,11.97,6.61,23.59,16.8,92.34,6.6,1
154.5,168.81,168.0,115.26,11.74,12.34,,11.97,6.61,26.29,19.3,98.32,6.61,1
151.7,152.97,146.8,111.6,12.1,12.13,0.36,11.97,6.41,19.04,24.8,85.85,6.4,1
141.2,152.99,132.8,114.53,11.83,12.26,0.4,11.97,6.6,26.77,15.8,108.72,6.61,1
165.7,157.95,150.8,114.63,12.1,12.24,,11.98,6.62,23.65,19.9,99.68,6.61,1
197.5,166.83,138.3,115.98,12.07,12.22,,11.97,6.59,22.37,22.1,94.5,6.62,1
166.4,141.12,196.7,107.49,12.07,12.24,0.41,11.97,6.42,21.9,14.4,94.69,6.43,1
154.8,142.38,160.2,111.22,12.12,12.23,0.39,11.97,6.41,21.53,16.0,88.08,6.41,1
163.6,148.21,173.6,111.27,12.04,12.22,0.41,11.97,6.41,24.79,20.6,94.59,6.4,1
136.5,153.25,149.8,111.59,12.1,12.26,0.41,11.97,6.4,24.79,24.6,102.14,6.41,1
146.6,142.31,140.4,115.07,12.1,12.38,0.41,11.97,6.42,20.1,19.1,84.48,6.41,1
190.4,156.19,146.0,115.63,12.07,12.25,,11.97,6.6,24.3,19.1,98.58,6.63,1
172.1,170.51,154.9,112.8,11.75,12.27,,11.97,6.6,28.32,12.7,101.76,6.61,1
156.1,158.17,150.7,111.17,12.05,12.28,0.41,11.97,6.41,22.99,16.7,96.45,6.4,1
144.4,145.46,162.7,113.53,11.84,12.19,,11.98,6.61,28.28,16.6,104.7,6.61,1
197.9,153.21,153.5,113.22,12.11,12.27,0.4,11.97,6.37,18.77,16.4,83.76,6.45,1
139.7,167.69,155.8,115.42,12.06,12.24,,11.97,6.61,23.3,48.8,98.29,6.61,1
182.2,154.46,192.5,116.4,11.84,12.25,,11.97,6.6,27.55,18.0,103.88,6.61,1
152.1,162.43,155.1,113.59,11.9,12.28,,11.97,6.62,22.93,14.8,90.26,6.61,1
149.7,152.24,162.6,109.75,12.07,12.28,0.41,11.97,6.41,22.88,15.0,98.82,6.43,1
161.6,156.9,151.1,117.1,11.93,12.34,,11.97,6.63,26.58,33.0,108.84,6.61,1
163.2,163.85,150.3,115.3,11.82,12.29,0.39,11.97,6.61,24.76,13.5,111.19,6.61,1
157.2,160.91,173.9,114.94,11.91,12.23,,11.97,6.6,25.1,22.2,91.76,6.6,1
167.6,138.2,176.5,113.53,11.84,12.26,,11.97,6.61,24.72,11.6,105.35,6.63,1
164.9,143.19,136.4,111.13,11.83,12.4,0.37,11.97,6.61,23.16,31.2,93.69,6.61,1
168.8,167.53,166.8,115.39,12.08,12.22,,11.97,6.6,22.58,18.2,96.83,6.6,1
156.1,159.2,171.0,111.1,12.03,12.23,0.41,11.97,6.41,22.45,26.9,93.72,6.41,1
132.2,171.18,140.1,108.73,11.87,12.31,,11.97,6.62,26.23,10.0,100.17,6.62,1
170.8,156.87,150.3,115.52,11.85,12.33,0.37,11.97,6.61,25.95,16.6,100.33,6.6,1
154.5,157.39,159.8,115.15,11.94,12.17,,11.97,6.62,26.22,26.2,107.02,6.62,1
164.3,158.1,160.0,114.79,11.83,12.27,0.38,11.97,6.61,25.75,31.0,109.02,6.61,1
158.5,180.59,149.8,118.65,11.89,12.28,,11.97,6.62,24.94,11.3,103.4,6.62,1
192.1,172.03,157.2,116.75,12.06,12.16,,11.97,6.62,23.6,21.8,100.52,6.63,1
180.7,157.52,179.9,119.8,11.83,12.35,0.38,11.97,6.61,26.43,12.8,99.44,6.61,1
145.8,144.5,197.5,111.43,12.12,12.32,0.4,11.97,6.41,17.07,10.5,83.65,6.39,1
153.8,169.3,172.7,118.72,11.89,12.32,,11.97,6.62,24.67,12.3,95.48,6.62,1
185.5,173.83,148.3,109.31,12.06,12.25,,11.97,6.62,24.78,14.6,99.71,6.62,1
156.6,152.96,148.3,112.28,12.09,12.21,,11.98,6.62,22.58,18.7,100.73,6.63,1
160.4,148.21,177.9,112.42,11.76,12.3,,11.97,6.61,23.65,17.9,88.95,6.61,1
152.4,139.35,154.5,113.51,12.13,12.3,0.39,11.97,6.41,17.35,12.2,79.77,6.42,1
174.9,174.94,168.0,111.37,12.06,12.17,,11.97,6.62,22.77,19.3,101.56,6.61,1
182.1,164.32,170.8,118.17,11.92,12.19,,11.97,6.63,26.31,31.3,95.11,6.62,1
151.1,151.64,142.6,101.1,12.12,12.3,0.39,11.97,6.4,20.21,12.4,84.03,6.41,1
150.8,162.25,141.1,114.22,11.89,12.26,,11.97,6.64,24.24,14.0,95.23,6.61,1
176.2,134.18,152.0,111.07,11.83,12.3,0.3,11.97,6.61,23.15,22.4,100.99,6.61,1
161.0,151.78,166.6,109.12,12.05,12.19,0.41,11.97,6.42,22.02,25.0,98.24,6.46,1
148.4,161.42,162.0,122.01,12.09,12.18,,11.98,6.61,27.08,22.2,105.44,6.6,1
139.8,145.98,152.6,112.84,12.09,12.37,0.41,11.97,6.42,23.21,9.5,98.72,6.41,1
146.1,156.52,164.1,116.12,11.91,12.28,,11.97,6.62,25.28,13.2,99.41,6.6,1
163.7,147.61,168.2,114.09,12.06,12.27,0.39,11.97,6.41,19.16,14.2,97.01,6.41,1
182.5,159.34,192.0,113.82,11.76,12.28,,11.97,6.61,25.08,16.6,101.3,6.61,1
155.4,143.12,152.4,112.38,12.12,12.18,0.4,11.97,6.4,17.68,20.2,86.91,6.4,1
127.1,171.74,197.7,115.06,12.06,12.2,,11.97,6.62,23.6,14.9,94.37,6.56,1
149.4,175.86,147.5,114.66,11.88,12.25,,11.98,6.62,25.55,20.0,100.9,6.63,1
185.0,140.73,192.7,112.7,12.13,12.24,0.4,11.97,6.42,17.0,20.2,82.23,6.4,1
151.6,160.6,151.6,108.9,12.07,12.17,,11.97,6.6,22.91,15.1,98.76,6.61,1
167.1,165.7,150.8,115.41,11.89,12.31,,11.97,6.61,25.39,10.0,99.4,6.61,1
138.3,180.49,143.9,116.05,12.05,12.28,,11.98,6.6,23.89,37.9,100.32,6.62,1
175.1,179.64,154.7,117.91,11.88,12.12,,11.98,6.62,24.7,29.8,104.22,6.64,1
156.0,158.84,168.6,117.45,11.81,12.23,0.31,11.97,6.62,24.2,14.0,94.14,6.62,1
155.2,154.39,149.0,114.9,12.05,12.25,0.39,11.97,6.4,23.51,17.1,96.27,6.41,1
173.4,171.25,142.6,105.35,11.91,12.16,,11.97,6.62,25.85,35.3,93.0,6.63,1
158.0,147.82,162.3,114.56,12.12,12.3,0.39,11.97,6.44,19.06,29.6,82.84,6.4,1
150.7,172.06,167.8,113.21,12.09,12.28,,11.97,6.61,21.97,13.5,93.67,6.6,1
164.2,137.06,164.4,114.91,11.7,12.39,,11.97,6.6,22.57,13.2,96.41,6.62,1
167.1,151.39,157.6,112.8,11.84,12.21,,11.97,6.61,25.15,19.1,106.07,6.61,1
166.6,155.23,170.9,114.92,12.1,12.2,,11.97,6.61,20.55,14.1,100.88,6.62,1
165.0,164.41,158.2,107.46,11.75,12.31,,11.97,6.61,25.87,22.2,103.72,6.61,1
184.6,175.49,169.3,115.0,12.06,12.22,,11.98,6.62,23.39,16.4,101.97,6.6,1
181.7,151.24,164.3,110.76,12.12,12.26,0.39,11.97,6.41,17.65,11.2,80.42,6.41,1
120.4,153.48,192.3,113.52,11.81,12.28,0.38,11.97,6.63,26.64,18.0,97.91,6.61,1
178.6,180.63,159.5,111.61,12.05,12.15,,11.97,6.6,25.28,55.8,102.13,6.62,1
155.9,136.66,147.1,115.89,12.07,12.21,0.41,11.97,6.41,23.23,16.2,95.65,6.4,1
122.8,177.09,145.5,118.82,12.07,12.27,,11.97,6.62,25.35,21.4,104.67,6.61,1
165.2,171.31,170.0,113.91,11.75,12.31,,11.97,6.61,26.7,9.0,102.93,6.6,1
147.0,137.91,152.7,110.93,12.1,12.25,0.41,11.97,6.41,23.66,14.0,100.67,6.4,1
162.3,147.42,168.4,114.74,12.06,12.23,0.41,11.97,6.41,20.91,22.5,99.1,6.41,1
149.1,159.1,176.7,112.65,12.09,12.36,,11.98,6.62,23.59,11.1,104.61,6.61,1
132.5,143.55,172.8,110.66,11.79,12.29,,11.97,6.6,22.25,13.9,88.24,6.61,1
184.5,183.72,186.0,117.68,12.06,12.26,,11.97,6.62,24.22,31.8,103.57,6.61,1
152.0,176.01,147.6,106.02,11.87,12.31,,11.97,6.6,25.64,13.9,90.53,6.64,1
185.3,169.52,156.3,115.51,12.07,12.16,,11.97,6.6,19.44,19.8,99.26,6.61,1
134.2,146.64,176.1,113.18,12.13,12.29,0.38,11.97,6.41,17.71,13.5,79.16,6.4,1
187.0,159.92,172.3,109.85,11.83,12.27,,11.97,6.61,24.93,15.7,100.32,6.61,1
163.9,153.45,152.5,109.12,12.06,12.2,0.41,11.97,6.41,21.53,15.4,98.44,6.41,1
130.9,138.84,133.5,110.39,12.11,12.25,0.41,11.97,6.41,21.9,17.9,101.88,6.41,1
157.2,175.91,180.2,111.45,11.72,12.17,,11.98,6.61,29.68,20.3,106.74,6.6,1
143.1,157.82,161.3,116.42,12.13,12.27,0.4,11.97,6.44,23.0,12.5,92.07,6.41,1
169.0,144.6,164.1,107.88,11.85,12.47,0.36,11.97,6.6,25.77,9.6,102.95,6.6,1
140.0,131.2,164.7,110.4,12.04,12.32,0.41,11.97,6.41,23.65,13.7,96.09,6.41,1
172.1,163.52,127.2,112.47,11.82,12.2,,11.97,6.62,25.02,19.0,101.63,6.63,1
192.8,149.12,133.8,114.11,11.84,12.28,,11.97,6.61,26.59,21.8,101.81,6.61,1
160.6,178.22,145.8,109.39,11.88,12.29,,11.98,6.63,23.9,16.8,94.81,6.61,1
156.1,139.29,154.3,112.92,12.07,12.29,0.41,11.97,6.4,21.64,13.6,90.82,6.4,1
157.0,151.81,185.1,110.72,11.75,12.3,,11.97,6.6,25.71,16.4,97.67,6.6,1
182.9,158.86,175.4,113.53,11.83,12.21,,11.98,6.61,29.69,20.3,103.53,6.61,1
184.5,139.67,167.3,114.61,12.13,12.27,0.4,11.97,6.4,21.67,13.9,88.41,6.41,1
197.9,146.79,152.3,111.79,12.12,12.2,0.39,11.97,6.39,17.11,15.1,79.0,6.42,1
163.0,166.88,146.9,119.43,11.82,12.27,0.41,11.97,6.63,27.44,13.1,103.72,6.62,1
187.0,165.55,165.4,112.04,11.84,12.31,,11.97,6.6,27.25,15.7,104.53,6.64,1
180.7,174.88,165.8,116.46,12.06,12.18,,11.98,6.6,22.41,28.3,104.71,6.62,1
157.1,170.56,167.6,115.76,12.08,12.24,,11.97,6.6,24.09,17.3,101.11,6.64,1
186.9,156.53,167.1,114.96,11.7,12.25,,11.97,6.62,25.06,22.1,100.89,6.62,1
189.9,173.35,155.8,117.97,12.07,12.3,,11.97,6.61,22.96,42.5,100.55,6.61,1
194.1,178.99,175.2,110.87,12.06,12.35,,11.97,6.62,24.33,13.9,103.34,6.66,1
186.9,153.42,197.9,115.91,11.71,12.39,,11.97,6.61,26.96,10.6,97.64,5.9,1
147.5,155.82,185.7,113.78,12.12,12.31,0.39,11.97,6.42,19.28,16.9,82.81,6.4,1
191.4,156.19,168.6,106.74,11.82,12.17,0.36,11.97,6.62,25.22,34.9,96.71,6.61,1
162.5,141.24,161.2,113.12,11.84,12.37,0.29,11.97,6.61,25.8,17.3,103.81,6.62,1
158.5,158.37,161.1,109.19,12.12,12.42,0.39,11.97,6.42,19.43,10.9,83.95,6.41,1
136.3,151.16,168.6,105.43,11.76,12.21,,11.97,6.61,26.99,15.0,99.0,6.61,1
150.0,155.74,159.2,113.7,12.09,12.17,,11.98,6.62,23.56,15.2,96.91,6.61,1
156.7,159.7,157.3,117.16,12.09,12.16,,11.97,6.62,23.41,19.6,102.88,6.61,1
143.6,154.26,141.4,114.96,12.1,12.22,0.41,11.97,6.4,22.56,19.1,101.1,6.42,1
182.1,170.25,173.7,108.9,11.83,12.23,,11.98,6.61,27.55,21.4,106.14,6.61,1
147.7,171.61,153.9,105.98,11.9,12.25,,11.98,6.62,24.81,15.2,101.82,6.6,1
148.1,168.26,135.2,115.82,12.06,12.2,,11.97,6.62,24.44,33.1,96.88,6.62,1
151.1,158.47,173.6,120.33,11.9,12.2,,11.97,6.62,26.4,17.9,98.91,6.62,1
159.6,142.41,163.5,110.41,11.84,12.23,0.39,11.97,6.64,24.43,30.1,97.75,6.6,1
122.1,158.68,137.3,111.0,11.82,12.41,0.38,11.97,6.6,25.11,18.6,103.92,6.6,1
191.1,148.96,181.5,114.02,12.11,12.29,0.39,11.97,6.41,17.26,14.9,93.27,6.4,1
160.0,153.65,155.8,112.61,11.89,12.26,,11.97,6.61,22.5,14.7,90.9,6.6,1
175.1,139.67,149.6,111.12,11.87,12.29,0.36,11.97,6.61,21.74,16.2,96.42,6.61,1
190.4,158.21,156.2,119.72,12.07,12.24,,11.97,6.62,22.28,23.0,114.95,6.65,1
170.4,149.22,144.9,106.8,12.04,12.19,0.41,11.97,6.4,25.02,17.0,102.9,6.41,1
158.1,146.04,160.4,104.12,12.12,12.36,0.4,11.97,6.42,18.7,16.6,84.63,6.4,1
176.6,166.32,148.4,111.83,11.84,12.23,,11.97,6.61,28.0,18.8,107.41,6.61,1
166.8,171.58,127.9,114.72,12.05,12.2,,11.97,6.65,26.47,12.7,102.17,6.6,1
154.2,142.51,166.8,115.65,12.06,12.21,0.41,11.97,6.41,20.82,17.8,91.53,6.41,1
159.6,170.31,142.7,112.78,12.09,12.21,,11.97,6.62,24.36,20.4,109.28,6.61,1
176.3,146.49,150.2,119.3,11.9,12.36,,11.97,6.62,23.48,13.2,89.45,6.61,1
156.6,163.37,147.1,113.18,12.03,12.22,0.39,11.97,6.41,25.06,14.3,99.65,6.41,1
136.4,161.42,141.9,113.04,11.83,12.26,0.38,11.97,6.61,27.06,14.6,105.13,6.62,1
175.0,169.23,164.8,122.77,12.09,12.19,,11.97,6.64,24.61,15.9,109.29,6.61,1
175.2,161.46,158.3,113.81,12.09,12.15,,11.97,6.61,26.98,19.9,106.28,6.61,1
152.7,147.69,169.4,118.11,11.79,12.23,,11.97,6.61,25.17,19.7,97.25,6.61,1
150.5,169.86,158.1,113.06,11.88,12.16,,11.97,6.61,24.15,15.1,96.48,6.62,1
173.1,152.36,140.4,110.31,12.1,12.24,0.41,11.97,6.41,21.26,12.2,97.92,6.41,2
153.7,146.14,193.8,110.36,12.06,12.26,0.41,11.97,6.41,20.71,15.2,97.55,6.41,1
173.8,157.09,168.0,113.71,12.07,12.08,,11.98,6.62,21.37,39.1,93.67,6.61,1
170.0,165.9,172.6,111.66,12.08,12.09,,11.98,6.62,24.86,50.3,97.65,6.61,1
177.9,167.65,135.5,118.35,12.06,12.25,,11.97,6.61,25.46,33.3,100.98,6.61,1
163.5,168.92,160.1,114.89,11.89,12.18,,11.97,6.6,25.68,18.3,88.35,6.6,1
140.3,142.22,150.1,109.85,12.09,12.27,0.41,11.97,6.41,23.35,17.1,98.38,6.41,1
146.3,148.23,147.1,117.83,11.88,12.26,,11.97,6.61,25.39,14.7,96.55,6.61,1
151.6,152.01,156.9,114.19,12.05,12.17,0.4,11.97,6.4,24.71,20.5,105.99,6.41,1
134.2,155.74,161.2,111.74,12.09,12.24,,11.97,6.61,22.04,16.4,97.7,6.62,1
165.6,152.1,157.8,118.94,12.06,12.24,0.41,11.98,6.41,22.08,14.1,100.87,6.41,1
197.8,145.38,167.0,112.55,11.8,12.29,,11.97,6.51,22.28,14.4,95.37,6.6,1
138.3,171.38,197.3,110.26,12.07,12.21,,11.97,6.6,22.59,17.0,100.02,6.6,1
163.0,148.19,171.0,111.89,11.74,12.35,,11.97,6.61,26.59,17.9,106.67,6.61,1
165.2,174.35,149.6,110.83,11.88,12.28,,11.97,6.61,24.86,17.5,98.41,6.6,1
152.4,156.49,172.5,109.8,11.9,12.24,,11.97,6.62,25.81,25.5,101.08,6.62,1
167.2,149.35,145.2,112.84,11.8,12.27,,11.97,6.6,22.86,16.0,91.32,6.64,1
167.4,145.22,197.5,108.83,11.84,12.27,,11.97,6.6,25.61,26.4,101.53,6.51,1
175.4,173.91,173.5,110.01,11.88,12.24,,11.97,6.61,23.64,15.3,89.37,6.63,1
165.3,146.89,159.4,113.59,12.11,12.29,0.4,11.97,6.4,17.29,20.8,84.29,6.4,1
136.9,166.43,169.8,110.41,11.83,12.25,,11.97,6.61,26.69,41.9,108.47,6.6,1
143.4,172.16,174.0,114.2,11.9,12.14,,11.98,6.62,26.2,15.8,101.06,6.61,1
163.5,155.49,133.4,112.81,12.1,12.28,0.41,11.97,6.42,22.79,20.0,103.85,6.4,1
161.3,138.51,197.8,114.45,11.85,12.32,,11.97,6.61,26.19,14.9,109.79,6.32,1
145.8,157.6,175.4,115.81,12.09,12.09,,11.97,6.61,21.74,32.8,98.43,6.6,1
137.5,158.31,160.9,112.31,12.08,12.23,,11.97,6.62,21.9,17.3,95.45,6.61,1
